Data Bencana,,,,,,,,,,,,,,,
No.,Kode Identitas Bencana,ID Kabupaten,Tanggal Kejadian,Kejadian,Lokasi,Kabupaten,Provinsi,Kronologi & Dokumentasi,Penyebab,Meninggal,Hilang,Terluka,Rumah Rusak,Rumah Terendam,Fasum Rusak
4476,7313 101 2021 08 28 1,7313,28/08/2021,BANJIR,Kec. Tanasitolo (2 desa) Kec. Tempe (6 desa) Kec. Sajoanging (2 desa) Kec. Majauleng(1 desa) Kec. Pitumpanua (26 desa) Kec. Gilireng (2 desa) Kec. Keera (2 desa) Kec. Penrang (10 desa) Kec. Maniangpajo (1 desa) Kec. Pammana (1 desa) Kec. Sabangparu (8 desa) Kec. Belawa (2 desa),WAJO,SULAWESI SELATAN,Dokumentasi,Akibat Hujan dengan intensitas tinggi hingga mengakibatkan meluapnya Sungai Lajokka,0,0,0,626,8132,0
4477,7602 101 2021 08 26 1,7604,26/08/2021,BANJIR,Kec. Matakali Ds. Pasiang Kec. Tapango Kec. Anreapi,POLEWALI MANDAR,SULAWESI BARAT,Dokumentasi,"Hujan dengan intensitas tinggi menyebabkan meluapnya sungai Risau, sungai Pappandangan dan sungai yang berada di Kec. Tapango",0,0,0,8,0,0
4478,8106 101 2021 08 26 1,8106,26/08/2021,BANJIR,"Kec. Huamual, Ds. Luhu",SERAM BAGIAN BARAT,MALUKU,Dokumentasi,"Hujan mengguyur Kab. Seram Bagian Barat sejak hari Kamis, 26 Agustus 2021",0,0,0,0,20,0
4479,1211 101 2021 08 26 1,1206,26/08/2021,BANJIR,Kec. Kabanjahe Kec. Tiganderket Ds. Suka Tendel,KARO,SUMATERA UTARA,Dokumentasi,"Intensitas hujan yang tinggi selama beberapa hari mengakibatkan banjir pada hari Kamis, 26 Agustus 2021 Pkl. 23.30 WIB",5,0,0,4,0,0
4480,6105 101 2021 08 25 1,6103,25/08/2021,BANJIR,Kecamatan Entikong 1. Dusun Entikong Benuan 2. Dusun Entikong Tapang 3. Dusun Sontas 4. Dusun Pripin,SANGGAU,KALIMANTAN BARAT,Dokumentasi,,0,0,0,5,29,0
4481,3201 101 2021 08 25 1,3201,25/08/2021,BANJIR,"Kec. Pamijahan, Desa. Gunung Bunder 3",BOGOR,JAWA BARAT,Dokumentasi,Akibat hujan disertai struktur tanah yang labil,0,0,0,1,0,0
4482,6202 101 2021 08 22 1,6202,25/08/2021,BANJIR,"Kec. Telaga Antang Ds. Rantau Sawang Ds. Tumbang Boloi Ds. Tumbang Bejane Ds. Luwuk Kowan Ds. Rantau Katang Ds. Tumbang Sangai Ds. Tukang Langit Ds. Rantau Tampang Ds. Rantau Mangkup Kec. Mentaya Hulu Ds. Tanjung Jeringau Ds. Kuala Kuayan Ds. Balampah Ds. Tangar Ds, Tumbang Sapiri Ds. Tanjung Batur Ds. Tangkorabah Ds. Bawan Ds, Pahirangan Ds. Santilik Ds. Kawan Batu Ds. Penda Durian Ds. Pematang Ds. Pantap Ds. Santiung Kec. Bukit Santuai Ds. Tb. Penyahuan Ds. Tb. Sapia Ds. Tb. Getas Ds. Tewei Hara Ds. Tb. Payang Ds. Tb. Kania Ds. Tb. Tilap Ds. Luwuk Bagantung Ds. Tb. Tawan Ds. Tb. Saluang Ds. Tb. Kaminting Ds. Tanah Haluan Ds. Tb. Batu Ds. Tb. Torung Kec. Antang Kalang Ds. Tb. Kalang Ds. Tb. Maya Ds, Sungai Puing Ds. Sungai Hanya Ds. Tb. Ramei Ds. Tb. Sepayang Ds. Tb. Ngahan Kec. Tualan Hulu Ds. Tumbang Mujam Ds. Merah Ds. Luwuk Sampun Kec. Kota Besi Ds. Hanjalipan Kec. Parenggean Kel. Parenggean Ds. Kabuau Ds. Tehang Ds. Menjalin Ds. Bajarau Kec. Telawang",KOTAWARINGIN TIMUR,KALIMANTAN TENGAH,Dokumentasi,● Akibat hujan dengan intensitas tinggi yang terjadi selama beberapa hari,0,0,0,0,5875,0
4483,3201 101 2021 08 25 1,3201,25/08/2021,BANJIR,KEC CIGUDEG,BOGOR,JAWA BARAT,Dokumentasi,,1,0,0,0,0,1
4484,1105 101 2021 08 24 1,1103,24/08/2021,BANJIR,Kec. Indra Makmur Gp. Jambo Lubok Gp. Julaok Rayeuk Utara Gp. Pelita Sagop,ACEH TIMUR,ACEH,Dokumentasi,Akibat hujan yang terjadi beberapa hari terakhir dan meluapnya sungai menyebabkan banjir di kecamatan indra makmur.,0,0,0,0,267,0
4485,6207 101 2021 08 23 1,6209,23/08/2021,BANJIR,Kec. Bulik Timur Ds. Palikodan: Kec. Belantikan Raya Ds. Nanga Belantikan: Kec. Bulik Kab Kel. Nanga Bulik,LAMANDAU,KALIMANTAN TENGAH,Dokumentasi,● Terjadi hujan dengan intensitas Tinggi dengan durasi kurang lebih 9-10 jam dalam 2 hari yang terjadi merata di wilayah Kabupaten Lamandau,0,0,0,0,6,0
4486,6210 101 2021 08 23 1,6211,23/08/2021,BANJIR,"Kec. Banama Tinggang, Ds. Pahawan, Ds. Hanuwa, Ds. Ramang, Ds. Hurung, Ds. Lawang Uru Sebrang, Ds. Tambak, Ds. Tankahen, Ds. Pendawe, Ds. kasali Baru ● Kec. Kahayan Tengah, Ds. Tanjung Sanggalang, Ds. Penda Barania",PULANG PISAU,KALIMANTAN TENGAH,Dokumentasi,● Akibat hujan dengan intensitas tinggi,0,0,0,0,455,0
4487,6211 101 2021 08 23 1,6210,23/08/2021,BANJIR,"Kec. Kahayan Hulu Utara, Ds. Tumbang Miri, Ds. Tumbang Pesangon Kec. Damang Batu, Kel. Tumbang Marikoi Kec. Kahayan Hulu, Ds. Tanah Siam ● Kec. Tewah, Kel. Tewah ● Kec. Kurun, Kel. Tampang Tumbang",GUNUNG MAS,KALIMANTAN TENGAH,Dokumentasi,"Akibat hujan dengan intensitas tinggi pada hari Senin, 23 Agustus 2021 Pkl. 12.00 WIB",0,0,0,0,1019,0
4488,7206 101 2021 08 23 1,7204,23/08/2021,BANJIR,Kec. Ogodeide,TOLI-TOLI,SULAWESI TENGAH,Dokumentasi,,0,0,0,0,30,3
4489,9105 101 2021 08 22 1,9202,22/08/2021,BANJIR,"Distrik Manokwari Barat, Ds. Arowi II",MANOKWARI,PAPUA BARAT,Dokumentasi,"Curah hujan dengan intensitas tinggi mengakibatkan banjir pada hari Minggu, 22 Agustus 2021 Pkl. 20.00 WIT",0,0,0,0,6,0
4490,6208 101 2021 08 23 1,6207,22/08/2021,BANJIR,"Kec. Danau Seluluk, Ds. Panimba Raya, Ds. Tj. Paring, Ds. Asam Baru, Ds. Tj. Hara, Ds. Tj. Rangas II, Ds. Rungau Raya ● Kec. Hanau, Ds. Pembuang Hulu I, Ds. Pembuang Hulu II, Ds. Bahaur, Ds. Parang Batang, Ds. Paring Raya, Ds. Tj. Hanau, Ds. Derangga, Ds. Manggana ● Kec. Seruyan Hulu, Ds. Tng. Manjul, Ds. Mojang Baru, Ds. Buntut Sapau, Ds. Rantau Panjang, Ds. Tumbang Kubang, Ds. Tumbang Laku, Ds. Marandang, Ds. Tumbang Kalam, Ds. Tumbang Taberau, Ds. Tumbang Suei, Ds. Tumbang Bahan, Ds. Tumbang Kasai, Ds. Tusuk Belawan, Ds. Riam Batang, Ds. Tumbang Darap, Ds. Sepundu Hantu, Ds. Tumbang Setawan ● Kec. Danau Sembuluh, Ds. Palingkau, Ds. Paren, Ds. Ulak Batu, Ds. Banua Usang, Ds. Telaga Pulang, Ds. Cempaka Baru, Ds. Sembuluh I, Ds. Sembuluh II ● Kec. Batu Ampar, Ds. Sahabu, Ds. Batu Menangis, Ds. Durian Kait, Ds. Sebabi, Ds. Sandul, Ds. Kalang, Ds. Derawa ● Kec. Seruyan Tengah, Ds. Tumbang Bai, Ds. Mugi Penyuhu, Ds. Pangke, Ds. Durian Tunggal, Ds. Teluk Bayur, Ds. Tangga Batu, Ds. Rantau Pulut, Ds. Bukit Buluh, Ds. Gantung, Ds. Suka Mandang, Ds. Panyumpa, Ds. Ayawan ● Kec. Suling Tambun, Ds. Tumbang Salau, Ds. Tumbang Magin, Ds. Tumbang Hentas, Ds. Tumbang Langkai, Ds. Tumbang Betung, Ds. Tumbang Gugup, Ds. Rangkang, Ds. Tumbang Setoli, Ds. Tanjung Tukal ● Kec. Seruyan Raya, Ds. Lampasa, Ds. Terawan, Ds. Tabiku, Ds. Bangkal ● Kec. Seruyan Hilir, Ds. Baung, Ds. Jahitan, Ds. Muara Dua, Ds. Tanjung Rangkas, Ds. Pematang Limau",SERUYAN,KALIMANTAN TENGAH,Dokumentasi,"Akibat hujan dengan intensitas tinggi pada hari Minggu, 22 Agustus 2021, Pkl. 10.00 WIB",0,0,0,0,2693,0
4491,7322 101 2021 08 22 1,7322,22/08/2021,BANJIR,Kec. Malangke Barat Desa Limbong Wara Dusun Limbong Langsat Dusun Karrang Bulu Dusun To' Kaliki Kecamatan Baebunta Selatan Desa Lembang-lembang Dusun Kaluku Bulawang Dusun Dadeko Dusun Balla kajang Dusun Suka Makmur Kecamatan Baebunta Selatan Dusun Teppo Dusun To'Baki Dusun Lawewe,LUWU UTARA,SULAWESI SELATAN,Dokumentasi,● Curah Hujan yang tinggi sejak 5 hari terakhir di bagian Hulu sungai Rongkong menyebabkan naiknya debit air sungai tersebut dan menyebabkan banjir di beberapa lokas,0,0,0,0,0,23
4492,7403 101 2021 08 22 1,7402,22/08/2021,BANJIR,"Kec. Wonggeduku, Ds. Dawi-dawi, Kec. Wonggeduku, Ds. Langgonawe",KONAWE,SULAWESI TENGGARA,Dokumentasi,,0,0,0,0,0,0
4493,1275 101 2021 08 22 1,1271,22/08/2021,BANJIR,"Kec. Medan Maimun, Kel. Sei Mati, Kel. Aur",KOTA MEDAN,SUMATERA UTARA,Dokumentasi,Hujan dengan intensitas tinggi mengakibatkan meluapnya Sungai Deli,0,0,0,0,863,0
4494,7317 101 2021 08 22 1,7317,22/08/2021,BANJIR,Kec Walenrang Timur,LUWU,SULAWESI SELATAN,Dokumentasi,Curah Hujan yg Tinggi,0,0,0,0,45,0
4495,3201 101 2021 08 21 1,3201,21/08/2021,BANJIR,"Kec. Parung Panjang Ds. Dago,",BOGOR,JAWA BARAT,Dokumentasi,"Hujan dengan intensitas yang tinggi dan terus menerus, sehingga menyebabkan meluapnya aliran Kali Manceri mengakibatkan terjadinya banjir pada pemukiman warga pada hari Sabtu, 21 Agustus 2021 Pkl. 16.30 WIB",0,0,0,0,52,0
4496,7601 101 2021 08 21 1,7605,21/08/2021,BANJIR,Kec. Bangai Ling. Pakola,MAJENE,SULAWESI BARAT,Dokumentasi,"Akibat hujan dengan intensitas sedang hingga lebat dan mengakibatkan tanah menjadi labil, serta genangan terjadi akibat tersumbatnya saluran drainase.",0,0,0,2,0,0
4497,7209 101 2021 08 21 1,7209,21/08/2021,BANJIR,Ampana Kota,TOJO UNA-UNA,SULAWESI TENGAH,Dokumentasi,,0,0,0,0,10,0
4498,6201 101 2021 08 21 1,6201,21/08/2021,BANJIR,"Kec. Arut Utara, Ds. Sambi, Ds. Sungai Dau, Ds. Panahan, Ds. Pandau, Ds. Gandis, Ds. Penyombaan, Ds. Kerabu, Ds. Sukarami, Ds. Riam, Ds. Nanga Mua, Kel. Pangkut ● Kec. Kotawaringin Lama, Ds. Kondang, Kel. Kotawaringin Hilir, Kel. Kotawaringin Hulu ● Kec. Arut Selatan, Ds. Runtu, Ds. Kumpai Batu Bawah",KOTAWARINGIN BARAT,KALIMANTAN TENGAH,Dokumentasi,"Intensitas hujan tinggi dan pasang surutnya air laut serta luapan DAS Arut yang terjadi pada hari Sabtu, 21 Agustus 2021, Pkl. 20:30 WIB",0,0,0,0,709,0
4499,3602 101 2021 08 21 1,3602,21/08/2021,BANJIR,Kec. Cimarga Ds. Girimukti,LEBAK,BANTEN,Dokumentasi,"Curah hujan dengan intensitas tinggi menyebabkan terjadinya banjir pada hari Sabtu, 21 Agustus 2021 Pkl. 17.00 WIB",0,0,0,0,142,0
4500,7209 101 2021 08 21 1,7209,21/08/2021,BANJIR,Ratolindo,TOJO UNA-UNA,SULAWESI TENGAH,Dokumentasi,,0,0,0,0,40,0
4501,1106 101 2021 08 21 1,1104,21/08/2021,BANJIR,"ds. Gunung bahgie, simpang empat, kala lengkio dan lot kala",ACEH TENGAH,ACEH,Dokumentasi,,0,0,0,0,5,0
4502,3201 101 2021 08 21 1,3201,21/08/2021,BANJIR,Kec. Cigudeg Ds. Tegallega Kp. Nunggal Herang Kp. Bojong Binong Kec. Cigudeg Ds. Batujajar Kp. Babakan Kec. Rumping Ds. Cipinang Kp. Jatinunggal,BOGOR,JAWA BARAT,Dokumentasi,"Akibat curah hujan yang tinggi dengan durasi yang lama, mengakibatkan Banjir di aliran kali sehingga terjadi banjir pada pemukiman warga",0,0,0,7,101,0
4503,6310 101 2021 08 20 1,6310,20/08/2021,BANJIR,"Kec. Kusan Hulu, Ds. Bakarangan, Ds. Manuntung, Ds. Sungai Rukam, Ds. Lasung",TANAH BUMBU,KALIMANTAN SELATAN,Dokumentasi,"Curah hujan tinggi yang terjadi pada hari Jumat, 20 Agustus 2021, Pkl. 13:30 WITA",0,0,0,0,274,0
4504,2105 101 2021 08 20 1,2105,20/08/2021,BANJIR,"Kec. Jemaja Timur Ds, Ulu Maras",KEPULAUAN ANAMBAS,KEPULAUAN RIAU,Dokumentasi,"Pada tanggal 20 Agustus 2021 sekitar pukul 02.00 WIB dini hari terjadi hujan dengan intensitas lebat sehingga menyebabkan debit aliran sungai air terjun neraja dan bendungan dapit di Desa Ulu Maras meningkat. Pada pukul 09.00 WIB, limpahan air dari kedua sumber tersebut telah membanjiri sekitaran rumah warga dan badan jalan di Desa Ulu Maras",0,0,0,0,15,0
4505,6213 101 2021 08 20 1,6212,20/08/2021,BANJIR,"Kec. Laung Tuhup, Kel. Batu Bua I, Ds. Batu Bua II, Kel. Muara Tuhup, Kel. Muara Laung ● Kec. Permata Intan, Kel. Tumbang Lahung, Kel. Muara Bakanon ● Kec. Murung, Ds, Muara Sumpoi, Ds, Juking Pajang, Ds. Danau Usung, Ds. Mangkahui, Ds. Puruk Cahu Seberang. ● Kec. Barito Tuhup Raya, Ds. Makunjung, Ds. Cinta Budiman, Ds. Bumban Tuhup",MURUNG RAYA,KALIMANTAN TENGAH,Dokumentasi,Hujan dengan instensitas sedang hingga lebat dan saat ini DAS mengalami kenaikan Tinggi muka air di sungai Barito dengan TMA 100 - 150 CM,0,0,0,0,2032,0
4506,7403 101 2021 08 20 1,7402,20/08/2021,BANJIR,"Kec. Pondidaha, Ds. Wonua Monapa, Ds. Lalika Kec. Lambuya, Ds. Waworaha Kec. Abuki, Ds. Anggoro Kec. Sampara, Kel. Sampara Kec. Wonggeduku, Ds. Dawi-dawi, Ds. Langgonawe",KONAWE,SULAWESI TENGGARA,Dokumentasi,"Hujan dengan intensitas tinggi disertai tanggul jebol yang terjadi pada hari Jumat, 20 Agustus 2021, Pkl. 11:35 WITA",0,0,0,3,229,0
4507,1275 101 2021 08 20 1,1271,20/08/2021,BANJIR,Kec. Medan Maimun Kel. Sei Mati Kel. Aur,KOTA MEDAN,SUMATERA UTARA,Dokumentasi,● Akibat curah hujan yang cukup tinggi di wilayah pegunungan dan menyebabkan Sungai Deli meluap dan menggenangi rumah warga,0,0,0,0,472,0
4508,6108 101 2021 08 20 1,6106,20/08/2021,BANJIR,"Kec. Bunut Hulu, Ds. Temuyuk, Ds. Suruk, Ds. Beringin, Ds. Bakong Permai, Ds. Pantas Bersatu, Ds. Nanga Semangut, Ds. Semangut Utara Kec. Boyan Tanjung, Ds. Nanga Boyan, Ds. Nanga Danau Kec. Mentebah, Ds. Nanga Mentebah, Ds. Tanjung Intan",KAPUAS HULU,KALIMANTAN BARAT,Dokumentasi,"Curah hujan dengan intensitas tinggi yang terjadi selama beberapa hari dan menyebabkan banjir pada hari Jumat, 20 Agustus 2021 Pukul 15.18 WIB",0,0,0,0,48,0
4509,7411 101 2021 08 20 1,7411,20/08/2021,BANJIR,"Kec. Ladongi, Ds. Pombeyoha",KOLAKA TIMUR,SULAWESI TENGGARA,Dokumentasi,,0,0,0,6,0,5
4510,6209 101 2021 08 20 1,6206,20/08/2021,BANJIR,Kec. Marikit Ds. Tumbang Hiran Ds. Rangan Tangko Ds. Rangan Surai Kec. KatinganTengah Ds. Samba Bakumpai Ds. Samba Katung Ds. Samba Kahayan Ds. Rantau Asem Ds. Tumbang Kalemei Ds. Napu Sahur Kec. Sanaman Mantikei Ds. Tumbang Kaman Ds. Tumbang Labehu,KATINGAN,KALIMANTAN TENGAH,Dokumentasi,: hujan dengan intensitas tinggi dan dan durasi yang cukup lama menyebabkan sungai katingan meluap upaya : BPBD berkoordinasi dengan aparat pemeritah desa dan kecamatan setempat seta melakukan pendataan,0,0,0,0,13730,0
4511,7411 101 2021 08 19 1,7411,19/08/2021,BANJIR,"Kec. Dangia, Ds.Anambada",KOLAKA TIMUR,SULAWESI TENGGARA,Dokumentasi,,0,0,0,0,26,0
4512,1306 101 2021 08 18 1,1305,18/08/2021,BANJIR,Kec. Lubuak Aluang Nagari Lubuak Aluang Kec. Batang Anai Nagari Sungai Buluah Timur,PADANG PARIAMAN,SUMATERA BARAT,Dokumentasi,● Curah hujan yang sangat tinggi mengakibatkan hujan yang sangat lebat dari siang hingga malam serta meluapnya debit Air Sungai Batang Surantiah dan Sungai Batang Salisikan.,0,0,0,0,255,0
4513,8201 101 2021 08 18 1,8201,18/08/2021,BANJIR,Kec. Jailolo Desa Soakonora Desa Jalan baru Desa Hate bicara Desa Todowongi Desa Poroniti,HALMAHERA BARAT,MALUKU UTARA,Dokumentasi,● Hujan dengan intensitas tinggi,0,0,0,0,11,0
4514,7411 101 2021 08 17 1,7411,17/08/2021,BANJIR,"Kec. Tirawuta, Ds.Woiha, Kec. Aere, Ds. Watuwoha, Kec. Poli-polia, Ds. Wia-wia",KOLAKA TIMUR,SULAWESI TENGGARA,Dokumentasi,Tingginya curah hujan,0,0,0,5,5,3
4515,1306 101 2021 08 17 1,1305,17/08/2021,BANJIR,"Kec. KOTO KP DALAM, Ds. Campago",PADANG PARIAMAN,SUMATERA BARAT,Dokumentasi,,0,0,0,0,60,0
4516,3215 101 2021 08 16 1,3215,16/08/2021,BANJIR,Kec. Cibuaya Ds. Cemara Jaya,KARAWANG,JAWA BARAT,Dokumentasi,● Air ROB yang terjadi di Desa Cemara Jaya mengakibatkan rumah penduduk setempat mengalami kerusakan,0,0,0,199,0,0
4517,1219 101 2021 08 16 1,1219,16/08/2021,BANJIR,Kec. Sei Balai Ds. Kwala Sikasim Ds. Sido Mulyo Ds. Perkebunan Sei. Balai Ds. Perjuangan Ds. Suka Ramai Ds. Suko Rejo Ds. Bejangkar Ds. Durian Ds. Sei Balai Ds. Perkebunan Sei Bejangkar Ds. Tanah Timbul Ds. Mekar Baru Ds. Mekar Mulyo Kec. Nibung Hangus Ds. Tanjung Mulya Ds. Sei Mataram Ds. Pematang Rambai Ds. Jati Mulia Kec. Datuk Tanah Datar Ds. Bangun Sari Ds. Binjai Baru Ds. Perkebunan Petaral Ds. Sei Muka Ds. Karang Baru Ds. Glugur Makmur Ds. Sumber Tani Ds. Mekar Baru Ds. Petatal Kec. Talawi Ds. Benteng Ds. Padang Genting Ds. Labuhan Ruku Ds. Pahang Ds. Indah,BATU BARA,SUMATERA UTARA,Dokumentasi,"● Curah hujan dengan intensitas tinggi, sedang terjadi pada hari minggu malam dan senin malam tanggal 15 s/d 16 agustus 2021 serta air kiriman dari Wilayah Hulu (Kabupaten Asahan), Mengakibatkan debit air naik dan meluap di beberapa sungai di Kabupaten Batubara.",0,0,0,0,5912,0
4518,1207 101 2021 08 16 1,1210,16/08/2021,BANJIR,,LABUHAN BATU,SUMATERA UTARA,Dokumentasi,,0,0,0,0,293,0
4519,1104 101 2021 08 15 1,1102,15/08/2021,BANJIR,"Kec. Deleng Pokhkinson, Ds. Penampakan, Ds. Kute Genting, Ds. Gusung Batu, Ds. Tualang Lama Kec. Bambel, Ds. Bambel, Ds. Bambel Gabungan Kec. Babussalam, Ds. Batu Mbulan Asli, Ds. Batu Mbulan Sepakat, Ds. Gumpang Jaya Kec. Lawe Bulan, Ds. Pulonas Baru",ACEH TENGGARA,ACEH,Dokumentasi,"Akibat Hujan dengan intensitas tinggi menyebabkan meluapnya air Sungai Kali Bulan dan jebolnya tanggul sungai di beberapa desa sehingga mengakibatkan terjadinya banjir pada Minggu, 15 Agustus 2021 Pkl. 22.57 WIB",0,0,0,0,91,0
4520,1219 101 2021 08 15 1,1219,15/08/2021,BANJIR,,BATU BARA,SUMATERA UTARA,Dokumentasi,,0,0,0,0,2249,0
4521,1224 101 2021 08 15 1,1224,15/08/2021,BANJIR,,NIAS UTARA,SUMATERA UTARA,Dokumentasi,,0,0,0,0,50,0
4522,6310 101 2021 08 25 1,6310,15/08/2021,BANJIR,Kec. Kuasan Tengah,TANAH BUMBU,KALIMANTAN SELATAN,Dokumentasi,,0,0,0,0,106,0
4523,1224 101 2021 08 14 1,1224,15/08/2021,BANJIR,Kec. Sitolu Ori Ds. Hilimbosi Ds. Umbubalodano Ds. Tetehesi Maziaya Ds. Hilisaloo Ds. Fulolo Saloo Kec. Lotu Ds. Hili Dundra Ds. Lolomboli Ds. Lawira Satua Ds. Lolo Faoso Ds. Baho Ds. Fadoro Fulolo Ds. Hiligeo Afia Kec. Lahewa Timur Ds. Muzoi Ds. Treehouse Sorowi Ds. Laowowaga Ds. Tugala Lauru Ds. Lakhu Lase Ds. Tefao Ds. Meafu Kec. Alasa Ds. Ononamolo Tumula Ds. Hiligawoni Ds. Bitaya Ds. Loloanaa Ds. Babuasibohow I Ds. Hilisebua Siwalubanua Ds. Ononamolo Alasa Kec. Alasa Talumuzoi Ds. Laehuwa Ds. Mazingao Ds. Hilimbowi Kare Kec. Sawo Ds. Ombolata Sawo Ds. Lasara Sawo Ds. Telu Siabang Ds. Hiliduruwa Ds. Onozitoli Sawo Ds. Teluk Bengkuang Kec. Namohalu Esiwa Ds. Sisarahili Ds. Banuasibohou Ds. Sisobahili Ds. Dahana Hiligodu Ds. Esiwa Kec. Tuhemberau Ds. Banua Gea Ds. Alo’oa Kec. Afulu Ds. Sisobahili Ds. Sawah Borosi Ds. Sawah Sobaewa Ds. Sitobaa Kec. Lahewa Ds. Hiligodu Hoya Ds. Siheneasi Ds. Iraonolase Ds. Lasara Ds. Hilinaa Ds. Sifaroasi Ds. Balofadoro Tuho Kec. Tugalo Oyo Ds. Fabaliwa Oyo,NIAS UTARA,SUMATERA UTARA,Dokumentasi,"Akibat curah hujan yang tinggi menyebabkan air Sungai Muzoi, Sungai Ehau dan Sungai Tumula meluap pada hari Minggu, 15 Agustus 2021 Pkl. 07.56 WIB",0,0,0,0,1506,11
4524,1208 101 2021 08 15 1,1209,15/08/2021,BANJIR,"Kec. Pulo Bandring Ds. Tanah Rakyat Kec. Setia Janji Ds. Sei Silau Tua Ds. Sei Silau Barat Ds. Urung Pane Ds, Bangun Sari Kec. Sei Dadap Ds. Perk. Sei Dadap III / IV Ds. Perk. Sei Dadap I / II Ds. Tanjung Alam Ds. Sei Kamah Baru Ds. Bahung Sibatu-batu Kec. Tinggi Raja Ds. Terusan Tengah Kec. Buntu Pane Ds. Karya Ambalutu Kec. Air Joman Ds. Punggulan Kec. Rawang Panca Arga Ds. Rawang Lama Ds. Rawang Pasar IV Kec. Air Batu Ds. Hessa Air Genting Kec. Simpang Empat Ds. Perk. Hessa Kec. BP.Mandoge Ds. Gotting Sidodadi Kec. Kota Kisaran Timur Kel. Siumbut-umbut Kec. Kota Kisaran Barat Kel. Bunut Kel. Bunut Barat Kel. Sidomukti",ASAHAN,SUMATERA UTARA,Dokumentasi,Intensitas hujan sedang hingga tinggi dan lama yang turun pada tiga hari terakhir hingga hari Minggu tanggal 15 Agustus 2021 sejak pukul 18.30 WIB s/d tanggal 16 Agustus 2021 pukul 10.00 WIB,0,0,0,1,6636,25
4525,1278 101 2021 08 14 1,1278,14/08/2021,BANJIR,Kec. Gunung Sitoli Kel. Pasar Ds. Mudik Ds. Larsa Bahili Ds. Bawodesolo Ds. Sifalaete Ulu Ds. Iranogeba Kec. Gunung Sitoli Barat Ds. Onozikho Kec. Gunung Sitoli Utara Ds. Teluk Belukar Kec. Gunung Sitoli Idanoi Ds. Awa’ai,KOTA GUNUNG SITOLI,SUMATERA UTARA,Dokumentasi,● Hujan dengan intensitas sedang hingga lebat dan menyebabkan meluapnya sungai Nou dan tanah longsor.,0,0,0,3,0,0
4526,6301 101 2021 08 14 1,6301,14/08/2021,BANJIR,"Kec.Kintab, Kec. Jorong",TANAH LAUT,KALIMANTAN SELATAN,Dokumentasi,Curah hujan yang tinggi dalam tiga hari dilokasi kejadian menyebabkan air sungai didaerah sekitar meluap.,0,0,0,0,1097,0
4527,6310 101 2021 08 14 1,6310,14/08/2021,BANJIR,"Kec. Satui, Ds. Sinar Bulan, Ds. Sungai Danau, Ds. Jombang, Ds. Satui Timur,Ds. Sejahtera Mulia ● Kec. Simpang Empat ● Kel. Tungkaran Pengeran ● Kec. Angsana,Ds. Angsana ● Kec. Sungai Loban,Ds. Sebamban Baru,Ds. Sebamban Lama",TANAH BUMBU,KALIMANTAN SELATAN,Dokumentasi,Curah hujan yang tinggi,0,0,0,0,3895,0
4528,1312 101 2021 08 12 1,1312,12/08/2021,BANJIR,"Kec. Talamau, Ds. Talu",PASAMAN BARAT,SUMATERA BARAT,Dokumentasi,,0,0,0,2,0,0
4529,3201 101 2021 08 11 1,3201,11/08/2021,BANJIR,KEC SUKAJAYA,BOGOR,JAWA BARAT,Dokumentasi,,0,0,0,0,0,0
4530,1116 101 2021 08 11 1,1114,11/08/2021,BANJIR,Kec. Jaya - Gp. Meudheun - Gp. Gle Putoh - Gp. Sapek - Gp. Bak Paoh - Gp. Babah Krueng - Gp. Lamme - Gp. Lamdurian - Gp. Jambo Masi - Gp. Sango - Gp. Pasar Lamno - Gp. Lamtui - Gp. Lambaroh - Gp. Lamasan - Gp. Pante Keutapang - Gp. Lhuet ● Kec. Indra Jaya - Gp. Jangeut - Gp. Alue Mie - Gp. Ujong muloh - Gp. Babah dua - Gp. Teumareum ● Kec. Darul Hikmah - Gp. Masen - Gp. Babah Dua - Gp. Baro L - Gp. Lam Tengoh - Gp. Panton Krueng - Gp. Ujong Rimba - Gp. Gunong Cut - Gp. Sayeung - Gp. Alue Gajah - Gp. Paya Santeut ● Kec. Sampoiniet - Gp. Alue Gro - Gp. Seumantok - Gp. Ligan - Gp. Kr. Ayon - Gp. Cot Punti - Gp. Ranto Sabon - Gp. Ie Jereungeh - Gp. Blang Monlung ● Kec. Setia Bakti - Gp. Lhok Boat - Ds. Sawang - Ds. Lhok Geulumpang - Ds. Sapek - Ds. Giee Seubak - Gp. Baroh - Ds. Gunung Meunasah,ACEH JAYA,ACEH,Dokumentasi,● Akibat intensitas hujan yang tinggi menyebabkan tergenangnya air dan meluapnya sungai di beberapa kecamatan● Akibat intensitas hujan yang tinggi menyebabkan tergenangnya air dan meluapnya sungai di beberapa kecamatan,0,0,0,0,2180,0
4531,3604 101 2021 08 10 1,3604,10/08/2021,BANJIR,Kec. Tunjung Teja Ds. Kemuning,SERANG,BANTEN,Dokumentasi,"● Akibat hujan dengan intensitas yang tinggi dan terus menerus, sehingga mengakibatkan meluapnya aliran sungai cisangu",0,0,0,0,103,0
4532,7204 101 2021 08 10 1,7202,10/08/2021,BANJIR,Lore Timur,POSO,SULAWESI TENGAH,Dokumentasi,,0,0,0,0,87,0
